('﻿ilkid', 'firstname', 'lastname', year, 'team', gp, minutes, pts, dreb, oreb, reb, asts, stl, blk, turnover),
('JONESJA01 ', 'Jake', 'Jones', 1975, 'WA1', 7, 165, 62, 0, 0, 17, 10, 0, 0, 0),
('JONESRI01 ', 'Rich', 'Jones', 1975, 'NYN', 12, 421, 162, 0, 0, 87, 27, 0, 0, 0),
('JONESWA01 ', 'Wali', 'Jones', 1975, 'PHI', 1, 2, 0, 0, 0, 1, 2, 0, 0, 0),
('JONESWI01 ', 'Wil', 'Jones', 1975, 'KEN', 10, 324, 120, 0, 0, 67, 20, 0, 0, 0),
('JORDACH01 ', 'Charles', 'Jordan', 1975, 'IND', 2, 18, 2, 0, 0, 5, 2, 0, 0, 0),
('JOYCEKE01 ', 'Kevin', 'Joyce', 1975, 'KEN', 9, 117, 30, 0, 0, 3, 30, 0, 0, 0),
('KARLGE01  ', 'George', 'Karl', 1975, 'SAS', 6, 64, 26, 0, 0, 4, 17, 0, 0, 0),
('KENONLA01 ', 'Larry', 'Kenon', 1975, 'SAS', 7, 277, 149, 0, 0, 80, 16, 0, 0, 0),
('KNIGHBI01 ', 'Billy', 'Knight', 1975, 'IND', 3, 143, 101, 0, 0, 32, 12, 0, 0, 0),
('KOZELTO01 ', 'Tom', 'Kozelko', 1975, 'WA1', 5, 14, 2, 0, 0, 2, 0, 0, 0, 0),
('KROPPTO01 ', 'Tom', 'Kropp', 1975, 'WA1', 1, 2, 2, 0, 0, 0, 0, 0, 0, 0),
('KUBERST01 ', 'Steve', 'Kuberski', 1975, 'BOS', 18, 232, 97, 0, 0, 51, 16, 0, 0, 0),
('LAMBEJO01 ', 'John', 'Lambert', 1975, 'CLE', 6, 34, 12, 0, 0, 11, 1, 0, 0, 0),
('LANIEBO01 ', 'Bob', 'Lanier', 1975, 'DET', 9, 359, 239, 0, 0, 114, 30, 0, 0, 0),
('LEECL01   ', 'Clyde', 'Lee', 1975, 'PHI', 3, 53, 14, 0, 0, 16, 1, 0, 0, 0),
('LUCASMA01 ', 'Maurice', 'Lucas', 1975, 'KEN', 10, 330, 171, 0, 0, 108, 22, 0, 0, 0),
('LUMPKPH01 ', 'Phil', 'Lumpkin', 1975, 'PHO', 17, 136, 31, 0, 0, 13, 21, 0, 0, 0),
('MAYESCL01 ', 'Clyde', 'Mayes', 1975, 'MIL', 3, 41, 5, 0, 0, 6, 1, 0, 0, 0),
('MCADOBO01 ', 'Bob', 'McAdoo', 1975, 'BUF', 9, 406, 252, 0, 0, 128, 29, 0, 0, 0),
('MCCLATE01 ', 'Ted', 'McClain', 1975, 'NYN', 8, 96, 26, 0, 0, 11, 7, 0, 0, 0),
('MCDANJI01 ', 'Jim', 'McDaniels', 1975, 'KEN', 10, 98, 42, 0, 0, 35, 5, 0, 0, 0),
('MCDONGL01 ', 'Glenn', 'McDonald', 1975, 'BOS', 13, 68, 21, 0, 0, 8, 4, 0, 0, 0),
('MCGINGE01 ', 'George', 'McGinnis', 1975, 'PHI', 3, 120, 69, 0, 0, 41, 12, 0, 0, 0),
('MCGLOJO01 ', 'Jon', 'McGlocklin', 1975, 'MIL', 2, 13, 6, 0, 0, 1, 1, 0, 0, 0),
('MCMILJI01 ', 'Jim', 'McMillian', 1975, 'BUF', 9, 348, 155, 0, 0, 37, 19, 0, 0, 0),
('MCMILTO01 ', 'Tom', 'McMillen', 1975, 'BUF', 1, 3, 2, 0, 0, 1, 0, 0, 0, 0),
('MELCHBI01 ', 'Bill', 'Melchionni', 1975, 'NYN', 6, 36, 10, 0, 0, 5, 5, 0, 0, 0),
('MENGEJO01 ', 'John', 'Mengelt', 1975, 'DET', 9, 113, 87, 0, 0, 14, 10, 0, 0, 0),
('MEYERDA01 ', 'Dave', 'Meyers', 1975, 'MIL', 3, 54, 24, 0, 0, 14, 2, 0, 0, 0),
('MIXST01   ', 'Steve', 'Mix', 1975, 'PHI', 3, 134, 44, 0, 0, 18, 12, 0, 0, 0),
('MONEYER01 ', 'Eric', 'Money', 1975, 'DET', 9, 273, 113, 0, 0, 22, 51, 0, 0, 0),
('MULLIJE01 ', 'Jeff', 'Mullins', 1975, 'GSW', 8, 33, 12, 0, 0, 4, 3, 0, 0, 0),
('NELSODO01 ', 'Don', 'Nelson', 1975, 'BOS', 18, 315, 164, 0, 0, 53, 17, 0, 0, 0),
('NEUMAJO01 ', 'Johnny', 'Neumann', 1975, 'KEN', 8, 112, 77, 0, 0, 4, 7, 0, 0, 0),
('NORMACO01 ', 'Connie', 'Norman', 1975, 'PHI', 1, 1, 2, 0, 0, 1, 0, 0, 0, 0),
('NORWOWI01 ', 'Willie', 'Norwood', 1975, 'SEA', 6, 215, 59, 0, 0, 38, 8, 0, 0, 0),
('OLBERMA01 ', 'Mark', 'Olberding', 1975, 'SAS', 7, 73, 13, 0, 0, 22, 3, 0, 0, 0),
('OWENSTO01 ', 'Tom', 'Owens', 1975, 'SAS', 7, 89, 23, 0, 0, 24, 2, 0, 0, 0),
('PAULTBI01 ', 'Billy', 'Paultz', 1975, 'SAS', 7, 254, 121, 0, 0, 72, 19, 0, 0, 0),
('PERRYCU01 ', 'Curtis', 'Perry', 1975, 'PHO', 19, 615, 242, 0, 0, 146, 36, 0, 0, 0),
('PORTEHO01 ', 'Howard', 'Porter', 1975, 'DET', 9, 213, 117, 0, 0, 42, 6, 0, 0, 0),
('PRICEJI01 ', 'Jim', 'Price', 1975, 'MIL', 1, 19, 10, 0, 0, 0, 4, 0, 0, 0),
('RAYCL01   ', 'Clifford', 'Ray', 1975, 'GSW', 13, 377, 118, 0, 0, 130, 20, 0, 0, 0),
('RESTAKE01 ', 'Kevin', 'Restani', 1975, 'MIL', 3, 33, 2, 0, 0, 5, 1, 0, 0, 0),
('RILEYPA01 ', 'Pat', 'Riley', 1975, 'PHO', 5, 27, 13, 0, 0, 0, 5, 0, 0, 0),
('RIORDMI01 ', 'Mike', 'Riordan', 1975, 'WA1', 6, 31, 6, 0, 0, 6, 1, 0, 0, 0),
('ROBINTR01 ', 'Truck', 'Robinson', 1975, 'WA1', 7, 137, 49, 0, 0, 33, 5, 0, 0, 0),
('ROBISDA01 ', 'Dave', 'Robisch', 1975, 'IND', 3, 83, 34, 0, 0, 20, 8, 0, 0, 0),
('ROUNDDA01 ', 'Dan', 'Roundfield', 1975, 'IND', 2, 25, 22, 0, 0, 10, 0, 0, 0, 0),
('ROWECU01  ', 'Curtis', 'Rowe', 1975, 'DET', 9, 346, 135, 0, 0, 70, 26, 0, 0, 0),
('RUSSECA02 ', 'Campy', 'Russell', 1975, 'CLE', 13, 328, 177, 0, 0, 71, 14, 0, 0, 0),
('SCHLUDA01 ', 'Dale', 'Schlueter', 1975, 'BUF', 8, 44, 15, 0, 0, 8, 2, 0, 0, 0),
('SCOTTCH01 ', 'Charlie', 'Scott', 1975, 'BOS', 18, 632, 277, 0, 0, 76, 71, 0, 0, 0),
('SEALSBR01 ', 'Bruce', 'Seals', 1975, 'SEA', 6, 181, 78, 0, 0, 36, 3, 0, 0, 0),
('SHUMAJO01 ', 'John', 'Shumate', 1975, 'BUF', 9, 362, 127, 0, 0, 77, 25, 0, 0, 0),
('SILASJA01 ', 'James', 'Silas', 1975, 'SAS', 1, 26, 10, 0, 0, 4, 0, 0, 0, 0),
('SILASPA01 ', 'Paul', 'Silas', 1975, 'BOS', 18, 741, 194, 0, 0, 246, 42, 0, 0, 0),
('SIMPSRA01 ', 'Ralph', 'Simpson', 1975, 'DEN', 13, 542, 256, 0, 0, 61, 73, 0, 0, 0),
('SKINNAL01 ', 'Al', 'Skinner', 1975, 'NYN', 13, 287, 127, 0, 0, 48, 28, 0, 0, 0),
('SKINNTA01 ', 'Talvin', 'Skinner', 1975, 'SEA', 6, 86, 19, 0, 0, 15, 7, 0, 0, 0),
('SMITHDO01 ', 'Don', 'Smith', 1975, 'SEA', 5, 60, 36, 0, 0, 21, 2, 0, 0, 0),
('SMITHEL01 ', 'Elmore', 'Smith', 1975, 'MIL', 3, 104, 44, 0, 0, 22, 1, 0, 0, 0),
('SMITHPH01 ', 'Phil', 'Smith', 1975, 'GSW', 13, 493, 312, 0, 0, 61, 60, 0, 0, 0),
('SMITHRA01 ', 'Randy', 'Smith', 1975, 'BUF', 9, 386, 203, 0, 0, 52, 77, 0, 0, 0),
('SMITHRO01 ', 'Robert', 'Smith', 1975, 'CLE', 13, 379, 164, 0, 0, 43, 30, 0, 0, 0),
('SNYDEDI01 ', 'Dick', 'Snyder', 1975, 'CLE', 13, 364, 156, 0, 0, 29, 31, 0, 0, 0),
('SOBERRI01 ', 'Ricky', 'Sobers', 1975, 'PHO', 19, 563, 247, 0, 0, 63, 79, 0, 0, 0),
('STACOKE01 ', 'Kevin', 'Stacom', 1975, 'BOS', 17, 195, 34, 0, 0, 17, 16, 0, 0, 0),
('TAYLOBR01 ', 'Brian', 'Taylor', 1975, 'NYN', 13, 475, 196, 0, 0, 34, 46, 0, 0, 0),
('TERRYCH01 ', 'Chuck', 'Terry', 1975, 'NYN', 4, 23, 0, 0, 0, 2, 1, 0, 0, 0),
('TERRYCL01 ', 'Claude', 'Terry', 1975, 'DEN', 12, 159, 49, 0, 0, 21, 17, 0, 0, 0),
('THOMARO01 ', 'Ron', 'Thomas', 1975, 'KEN', 10, 142, 45, 0, 0, 54, 9, 0, 0, 0),
('THOMATE01 ', 'Terry', 'Thomas', 1975, 'DET', 4, 6, 0, 0, 0, 1, 0, 0, 0, 0),
('THOMPDA01 ', 'David', 'Thompson', 1975, 'DEN', 13, 508, 342, 0, 0, 83, 39, 0, 0, 0),
('THURMNA01 ', 'Nate', 'Thurmond', 1975, 'CLE', 13, 375, 87, 0, 0, 117, 28, 0, 0, 0),
('TOWEMO01  ', 'Monte', 'Towe', 1975, 'DEN', 4, 30, 10, 0, 0, 0, 6, 0, 0, 0),
('TRAPPGE01 ', 'George', 'Trapp', 1975, 'DET', 9, 153, 89, 0, 0, 35, 9, 0, 0, 0),
('UNSELWE01 ', 'Wes', 'Unseld', 1975, 'WA1', 7, 310, 49, 0, 0, 85, 28, 0, 0, 0),
('VANARDI01 ', 'Dick', 'Van Arsdale', 1975, 'PHO', 19, 472, 162, 0, 0, 23, 38, 13, 2, 0),
('VANBRJA01 ', 'Jan', 'Vanbredakolff', 1975, 'KEN', 10, 186, 53, 0, 0, 36, 16, 0, 0, 0),
('WALKEFO01 ', 'Foots', 'Walker', 1975, 'CLE', 13, 125, 30, 0, 0, 16, 23, 0, 0, 0),
('WARDHE01  ', 'Henry', 'Ward', 1975, 'SAS', 5, 18, 8, 0, 0, 2, 0, 0, 0, 0),
('WATTSSL01 ', 'Slick', 'Watts', 1975, 'SEA', 6, 197, 71, 0, 0, 18, 49, 0, 0, 0),
('WEATHNI01 ', 'Nick', 'Weatherspoon', 1975, 'WA1', 7, 224, 86, 0, 0, 42, 10, 0, 0, 0),
('WEBSTMA01 ', 'Marvin', 'Webster', 1975, 'DEN', 13, 155, 57, 0, 0, 71, 9, 0, 0, 0),
('WEISSBO01 ', 'Bob', 'Weiss', 1975, 'BUF', 7, 36, 8, 0, 0, 4, 3, 0, 0, 0),
('WESTPPA01 ', 'Paul', 'Westphal', 1975, 'PHO', 19, 685, 401, 0, 0, 47, 96, 0, 0, 0),
('WETZEJO01 ', 'John', 'Wetzel', 1975, 'PHO', 2, 5, 2, 0, 0, 2, 0, 0, 0, 0),
('WHITEJO01 ', 'Jojo', 'White', 1975, 'BOS', 18, 791, 408, 0, 0, 71, 98, 0, 0, 0),
('WILKEJA01 ', 'Jamaal', 'Wilkes', 1975, 'GSW', 13, 450, 207, 0, 0, 103, 29, 0, 0, 0),
('WILLICH02 ', 'Chuck', 'Williams', 1975, 'DEN', 13, 444, 163, 0, 0, 48, 48, 0, 0, 0),
('WILLIGU01 ', 'Gus', 'Williams', 1975, 'GSW', 11, 178, 74, 0, 0, 14, 26, 0, 0, 0),
('WILLIJO01 ', 'John', 'Williams', 1975, 'NYN', 10, 360, 220, 0, 0, 24, 26, 0, 0, 0),
('WINTEBR01 ', 'Brian', 'Winters', 1975, 'MIL', 3, 126, 82, 0, 0, 7, 15, 0, 0, 0),
('WITTELU01 ', 'Luke', 'Witte', 1975, 'CLE', 7, 28, 16, 0, 0, 9, 4, 0, 0, 0),
('ABDULKA01 ', 'Kareem', 'Abdul-jabbar', 1976, 'LAL', 11, 467, 381, 0, 0, 195, 45, 0, 0, 0),
('ABERNTO01 ', 'Tom', 'Abernethy', 1976, 'LAL', 11, 214, 64, 0, 0, 40, 22, 0, 0, 0),
('ALLENLU01 ', 'Lucius', 'Allen', 1976, 'LAL', 7, 186, 77, 0, 0, 32, 24, 0, 0, 0),
('BARRYRI01 ', 'Rick', 'Barry', 1976, 'GSW', 10, 415, 284, 0, 0, 59, 47, 0, 0, 0),
('BECKBY01  ', 'Byron', 'Beck', 1976, 'DEN', 5, 29, 8, 0, 0, 6, 1, 0, 0, 0),
('BIBBYHE01 ', 'Henry', 'Bibby', 1976, 'PHI', 19, 691, 211, 0, 0, 71, 75, 0, 0, 0),
('BINGDA01  ', 'Dave', 'Bing', 1976, 'WA1', 8, 55, 32, 0, 0, 6, 5, 0, 0, 0),
('BOERWTO01 ', 'Tom', 'Boerwinkle', 1976, 'CHI', 3, 17, 2, 0, 0, 10, 7, 0, 0, 0),
('BOSWETO01 ', 'Tom', 'Boswell', 1976, 'BOS', 9, 81, 20, 0, 0, 20, 7, 0, 0, 0),
('BREWEJI01 ', 'Jim', 'Brewer', 1976, 'CLE', 3, 113, 23, 0, 0, 36, 5, 0, 0, 0),
('BRISTAL01 ', 'Allan', 'Bristow', 1976, 'SAS', 2, 28, 8, 0, 0, 4, 7, 0, 0, 0),
('BROKAGA01 ', 'Gary', 'Brokaw', 1976, 'CLE', 3, 44, 20, 0, 0, 4, 12, 0, 0, 0),
('BROWNRO02 ', 'Roger', 'Brown', 1976, 'DET', 2, 5, 0, 0, 0, 0, 0, 0, 0, 0),
('BRYANJO01 ', 'Joe', 'Bryant', 1976, 'PHI', 10, 74, 29, 0, 0, 15, 7, 0, 0, 0),
('CALHOCO01 ', 'Corky', 'Calhoun', 1976, 'POR', 12, 94, 28, 0, 0, 14, 4, 0, 0, 0),
('CALVIMA01 ', 'Mack', 'Calvin', 1976, 'DEN', 6, 112, 62, 0, 0, 9, 13, 0, 0, 0),
('CARRAU01  ', 'Austin', 'Carr', 1976, 'CLE', 3, 83, 23, 0, 0, 10, 10, 0, 0, 0),
('CARRML01  ', 'M.l.', 'Carr', 1976, 'DET', 3, 112, 28, 0, 0, 17, 6, 0, 0, 0),
('CATCHHA01 ', 'Harvey', 'Catchings', 1976, 'PHI', 8, 54, 4, 0, 0, 12, 1, 0, 0, 0),
('CHANEDO01 ', 'Don', 'Chaney', 1976, 'LAL', 11, 412, 88, 0, 0, 52, 48, 0, 0, 0),
('CHENIPH01 ', 'Phil', 'Chenier', 1976, 'WA1', 9, 360, 225, 0, 0, 40, 23, 0, 0, 0),
('CHONEJI01 ', 'Jim', 'Chones', 1976, 'CLE', 3, 99, 39, 0, 0, 31, 3, 0, 0, 0),
('COLLIDO01 ', 'Doug', 'Collins', 1976, 'PHI', 19, 759, 425, 0, 0, 79, 74, 0, 0, 0),
('COOKNO01  ', 'Norm', 'Cook', 1976, 'BOS', 1, 3, 4, 0, 0, 0, 0, 0, 0, 0),
('COWENDA01 ', 'Dave', 'Cowens', 1976, 'BOS', 9, 379, 149, 0, 0, 134, 36, 0, 0, 0),
('DAMPILO01 ', 'Lou', 'Dampier', 1976, 'SAS', 2, 62, 12, 0, 0, 3, 9, 0, 0, 0),
('DAVISJO01 ', 'Johnny', 'Davis', 1976, 'POR', 16, 436, 168, 0, 0, 33, 52, 0, 0, 0),
('DAWKIDA01 ', 'Darryl', 'Dawkins', 1976, 'PHI', 18, 331, 131, 0, 0, 98, 17, 0, 0, 0),
('DIETRCO01 ', 'Coby', 'Dietrick', 1976, 'SAS', 2, 64, 26, 0, 0, 9, 5, 0, 0, 0),
('DOUGLLE01 ', 'Leon', 'Douglas', 1976, 'DET', 3, 57, 10, 0, 0, 10, 3, 0, 0, 0),
('DUDLECH01 ', 'Charles', 'Dudley', 1976, 'GSW', 10, 236, 41, 0, 0, 38, 69, 0, 0, 0),
('DUNLEMI01 ', 'Mike', 'Dunleavy', 1976, 'PHI', 11, 68, 22, 0, 0, 4, 9, 0, 0, 0),
('EBERHAL01 ', 'Al', 'Eberhard', 1976, 'DET', 3, 42, 7, 0, 0, 9, 2, 0, 0, 0),
('ERVINJU01 ', 'Julius', 'Erving', 1976, 'PHI', 19, 758, 518, 0, 0, 122, 85, 0, 0, 0),
('FORDCH01  ', 'Chris', 'Ford', 1976, 'DET', 3, 101, 41, 0, 0, 19, 12, 0, 0, 0),
('FORDDO01  ', 'Don', 'Ford', 1976, 'LAL', 11, 333, 111, 0, 0, 58, 37, 0, 0, 0),
('FREEWO01  ', 'World', 'Free', 1976, 'PHI', 15, 281, 179, 22, 10, 32, 29, 12, 8, 0),
('FURLOTE01 ', 'Terry', 'Furlow', 1976, 'PHI', 5, 16, 16, 0, 0, 5, 0, 0, 0, 0),
('GALEMI01  ', 'Mike', 'Gale', 1976, 'SAS', 2, 67, 22, 0, 0, 10, 10, 0, 0, 0),
('GERVIGE01 ', 'George', 'Gervin', 1976, 'SAS', 2, 62, 50, 0, 0, 11, 3, 0, 0, 0),
('GILLIHE01 ', 'Herm', 'Gilliam', 1976, 'POR', 18, 295, 115, 0, 0, 20, 32, 0, 0, 0),
('GILMOAR01 ', 'Artis', 'Gilmore', 1976, 'CHI', 3, 126, 56, 0, 0, 39, 6, 0, 0, 0),
('GRAYLE01  ', 'Leonard', 'Gray', 1976, 'WA1', 8, 52, 12, 0, 0, 9, 1, 0, 0, 0),
('GREVEKE01 ', 'Kevin', 'Grevey', 1976, 'WA1', 9, 225, 87, 0, 0, 16, 8, 0, 0, 0),
('GROSSBO01 ', 'Bob', 'Gross', 1976, 'POR', 19, 583, 268, 0, 0, 112, 80, 0, 0, 0),
('HAVLIJO01 ', 'John', 'Havlicek', 1976, 'BOS', 9, 375, 165, 0, 0, 49, 62, 0, 0, 0),
('HAYESEL01 ', 'Elvin', 'Hayes', 1976, 'WA1', 9, 405, 189, 0, 0, 122, 17, 0, 0, 0),
('HENDETO01 ', 'Tom', 'Henderson', 1976, 'WA1', 9, 322, 122, 0, 0, 20, 63, 0, 0, 0),
('HICKSPH01 ', 'Phil', 'Hicks', 1976, 'CHI', 1, 4, 0, 0, 0, 3, 0, 0, 0, 0),
('HOLLAWI01 ', 'Wilbur', 'Holland', 1976, 'CHI', 3, 84, 44, 0, 0, 9, 3, 0, 0, 0),
('HOLLILI01 ', 'Lionel', 'Hollins', 1976, 'POR', 19, 682, 328, 0, 0, 52, 85, 0, 0, 0),
('ISSELDA01 ', 'Dan', 'Issel', 1976, 'DEN', 6, 222, 132, 0, 0, 58, 17, 0, 0, 0),
('JOHNSCH01 ', 'Charlie', 'Johnson', 1976, 'GSW', 10, 161, 65, 0, 0, 15, 7, 0, 0, 0),
('JOHNSJO01 ', 'John', 'Johnson', 1976, 'HOU', 12, 146, 58, 0, 0, 29, 9, 0, 0, 0),
('JOHNSMI01 ', 'Mickey', 'Johnson', 1976, 'CHI', 3, 124, 82, 0, 0, 39, 7, 0, 0, 0),
('JONESBO01 ', 'Bobby', 'Jones', 1976, 'DEN', 6, 187, 72, 0, 0, 35, 21, 0, 0, 0),
('JONESCA01 ', 'Caldwell', 'Jones', 1976, 'PHI', 19, 513, 92, 0, 0, 150, 20, 0, 0, 0),
('JONESDW01 ', 'Dwight', 'Jones', 1976, 'HOU', 12, 246, 74, 0, 0, 51, 15, 0, 0, 0),
('JONESRO01 ', 'Robin', 'Jones', 1976, 'POR', 19, 105, 36, 0, 0, 23, 9, 0, 0, 0),
('KARLGE01  ', 'George', 'Karl', 1976, 'SAS', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('KENNEEU01 ', 'Eugene', 'Kennedy', 1976, 'HOU', 6, 35, 12, 0, 0, 12, 0, 0, 0, 0),
('KENONLA01 ', 'Larry', 'Kenon', 1976, 'SAS', 2, 79, 34, 0, 0, 15, 6, 0, 0, 0),
('KROPPTO01 ', 'Tom', 'Kropp', 1976, 'CHI', 1, 2, 0, 0, 0, 0, 0, 0, 0, 0),
('KUNNEKE01 ', 'Kevin', 'Kunnert', 1976, 'HOU', 12, 328, 114, 0, 0, 107, 14, 0, 0, 0),
('KUPCHMI01 ', 'Mitch', 'Kupchak', 1976, 'WA1', 9, 252, 146, 0, 0, 68, 10, 0, 0, 0),
('KUPECCH01 ', 'Charles', 'Kupec', 1976, 'LAL', 11, 57, 21, 0, 0, 16, 4, 0, 0, 0),
('LAMARBO01 ', 'Bo', 'Lamar', 1976, 'LAL', 10, 109, 33, 0, 0, 9, 14, 0, 0, 0),
('LAMBEJO01 ', 'John', 'Lambert', 1976, 'CLE', 3, 19, 4, 0, 0, 3, 0, 0, 0, 0),
('LANIEBO01 ', 'Bob', 'Lanier', 1976, 'DET', 3, 118, 84, 0, 0, 50, 6, 0, 0, 0),
('LUCASJO01 ', 'John', 'Lucas', 1976, 'HOU', 12, 430, 176, 0, 0, 33, 83, 0, 0, 0),
('LUCASMA01 ', 'Maurice', 'Lucas', 1976, 'POR', 19, 731, 403, 0, 0, 188, 79, 0, 0, 0),
('MALONMO01 ', 'Moses', 'Malone', 1976, 'HOU', 12, 518, 225, 0, 0, 203, 7, 0, 0, 0),
('MARINJA01 ', 'Jack', 'Marin', 1976, 'CHI', 3, 53, 16, 0, 0, 1, 2, 0, 0, 0),
('MAYSC01   ', 'Scott', 'May', 1976, 'CHI', 3, 97, 32, 0, 0, 14, 3, 0, 0, 0),
('MCCLATE01 ', 'Ted', 'McClain', 1976, 'DEN', 6, 170, 44, 0, 0, 14, 27, 0, 0, 0),
('MCGINGE01 ', 'George', 'McGinnis', 1976, 'PHI', 19, 603, 269, 0, 0, 198, 69, 0, 0, 0),
('MCNEILA01 ', 'Larry', 'McNeill', 1976, 'GSW', 6, 21, 16, 0, 0, 2, 0, 0, 0, 0),
('MENGEJO01 ', 'John', 'Mengelt', 1976, 'CHI', 3, 67, 38, 0, 0, 4, 8, 0, 0, 0),
('MIXST01   ', 'Steve', 'Mix', 1976, 'PHI', 19, 412, 149, 0, 0, 64, 44, 0, 0, 0),
('MONEYER01 ', 'Eric', 'Money', 1976, 'DET', 3, 103, 55, 0, 0, 9, 20, 0, 0, 0),
('MURPHCA01 ', 'Calvin', 'Murphy', 1976, 'HOU', 12, 420, 232, 0, 0, 19, 75, 0, 0, 0),
('NEALLL01  ', 'Lloyd', 'Neal', 1976, 'POR', 19, 206, 77, 0, 0, 70, 17, 0, 0, 0),
('NEUMAJO01 ', 'Johnny', 'Neumann', 1976, 'LAL', 6, 68, 24, 0, 0, 2, 9, 0, 0, 0),
('NEWLIMI01 ', 'Mike', 'Newlin', 1976, 'HOU', 12, 316, 171, 0, 0, 34, 53, 0, 0, 0),
('OLBERMA01 ', 'Mark', 'Olberding', 1976, 'SAS', 2, 42, 13, 0, 0, 7, 2, 0, 0, 0),
('OWENSTO01 ', 'Tom', 'Owens', 1976, 'HOU', 3, 7, 0, 0, 0, 2, 0, 0, 0, 0),
('PARISRO01 ', 'Robert', 'Parish', 1976, 'GSW', 10, 239, 121, 0, 0, 103, 11, 0, 0, 0),
('PARKESO01 ', 'Sonny', 'Parker', 1976, 'GSW', 10, 120, 42, 0, 0, 28, 9, 0, 0, 0),
('PAULTBI01 ', 'Billy', 'Paultz', 1976, 'SAS', 2, 74, 34, 0, 0, 17, 5, 0, 0, 0),
('PONDECL01 ', 'Cliff', 'Pondexter', 1976, 'CHI', 3, 12, 2, 0, 0, 3, 1, 0, 0, 0),
('PORTEHO01 ', 'Howard', 'Porter', 1976, 'DET', 3, 98, 60, 0, 0, 17, 2, 0, 0, 0),
('PORTEKE01 ', 'Kevin', 'Porter', 1976, 'DET', 3, 61, 16, 0, 0, 6, 17, 0, 0, 0),
('PRICEJI01 ', 'Jim', 'Price', 1976, 'DEN', 6, 158, 43, 0, 0, 24, 25, 0, 0, 0),
('RAYCL01   ', 'Clifford', 'Ray', 1976, 'GSW', 10, 304, 100, 0, 0, 115, 15, 0, 0, 0),
('RIORDMI01 ', 'Mike', 'Riordan', 1976, 'WA1', 2, 8, 0, 0, 0, 2, 1, 0, 0, 0),
('ROGERMA01 ', 'Marshall', 'Rogers', 1976, 'GSW', 1, 3, 2, 0, 0, 1, 0, 0, 0, 0),
('ROWECU01  ', 'Curtis', 'Rowe', 1976, 'BOS', 9, 237, 86, 0, 0, 72, 10, 0, 0, 0),
('RUSSECA01 ', 'Cazzie', 'Russell', 1976, 'LAL', 11, 382, 174, 0, 0, 48, 25, 0, 0, 0),
('RUSSECA02 ', 'Campy', 'Russell', 1976, 'CLE', 3, 100, 53, 0, 0, 26, 10, 0, 0, 0),
('SAUNDFR01 ', 'Fred', 'Saunders', 1976, 'BOS', 9, 66, 29, 0, 0, 9, 5, 0, 0, 0),
('SCOTTCH01 ', 'Charlie', 'Scott', 1976, 'BOS', 9, 338, 148, 0, 0, 38, 38, 0, 0, 0),
('SELLEPH01 ', 'Phil', 'Sellers', 1976, 'DET', 1, 6, 3, 0, 0, 2, 0, 0, 0, 0),
('SILASPA01 ', 'Paul', 'Silas', 1976, 'DEN', 6, 141, 41, 0, 0, 40, 16, 0, 0, 0),
('SIMPSRA01 ', 'Ralph', 'Simpson', 1976, 'DET', 2, 17, 0, 0, 0, 3, 1, 0, 0, 0),
('SMITHEL01 ', 'Elmore', 'Smith', 1976, 'CLE', 3, 56, 41, 0, 0, 24, 1, 0, 0, 0),
('SMITHPH01 ', 'Phil', 'Smith', 1976, 'GSW', 10, 371, 142, 0, 0, 50, 45, 0, 0, 0),
('SMITHRO01 ', 'Robert', 'Smith', 1976, 'CLE', 3, 57, 21, 0, 0, 8, 4, 0, 0, 0),
('SNYDEDI01 ', 'Dick', 'Snyder', 1976, 'CLE', 3, 53, 18, 0, 0, 5, 4, 0, 0, 0),
('STACOKE01 ', 'Kevin', 'Stacom', 1976, 'BOS', 5, 25, 7, 0, 0, 2, 4, 0, 0, 0),
('STEELLA01 ', 'Larry', 'Steele', 1976, 'POR', 18, 261, 76, 0, 0, 27, 18, 0, 0, 0),
('TATUMEA01 ', 'Earl', 'Tatum', 1976, 'LAL', 11, 356, 150, 0, 0, 54, 27, 0, 0, 0),
('TAYLORO02 ', 'Roland', 'Taylor', 1976, 'DEN', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('THOMPDA01 ', 'David', 'Thompson', 1976, 'DEN', 6, 237, 148, 0, 0, 31, 24, 0, 0, 0),
('THURMNA01 ', 'Nate', 'Thurmond', 1976, 'CLE', 1, 1, 0, 0, 0, 1, 0, 0, 0, 0),
('TOMJARU01 ', 'Rudy', 'Tomjanovich', 1976, 'HOU', 12, 457, 243, 0, 0, 65, 24, 0, 0, 0),
('TOWEMO01  ', 'Monte', 'Towe', 1976, 'DEN', 1, 6, 4, 0, 0, 0, 1, 0, 0, 0),
('TWARDDA01 ', 'Dave', 'Twardzik', 1976, 'POR', 14, 354, 153, 0, 0, 24, 39, 0, 0, 0),
('UNSELWE01 ', 'Wes', 'Unseld', 1976, 'WA1', 9, 368, 67, 0, 0, 105, 44, 0, 0, 0),
('VANLINO01 ', 'Norm', 'Vanlier', 1976, 'CHI', 3, 134, 16, 0, 0, 15, 29, 0, 0, 0),
('WALKEFO01 ', 'Foots', 'Walker', 1976, 'CLE', 3, 95, 47, 0, 0, 12, 20, 0, 0, 0),
